599,4.387781,4.436769,4.73476,4.586276,6.152019
574,27.321856,27.946025,22.958416,17.143336,26.852245
770,27.261898,24.612777,26.081076,19.715479,23.818084
759,8.10811,7.520367,11.03649,7.859179,13.500254
782,4.601501,5.139537,7.060769,6.57929,6.59027
405,4.482102,4.778946,4.80155,6.859128,6.290854
298,11.087798,9.841696,9.358118,9.429921,11.084619
807,8.682234,7.962567,8.314513,7.863738,15.495844
706,9.68843,7.785899,7.038157,7.109761,10.363663
306,3.591015,3.734914,3.632044,5.696988,6.106304
520,6.444577,6.534359,6.931875,6.754404,8.821141
556,4.295839,4.601078,4.468028,4.605269,5.970013
809,11.387074,11.782765,8.458379,7.983822,17.141993
870,5.812166,5.316133,6.290378,5.701532,6.370238
519,3.179077,3.293511,3.307303,3.317233,4.942445
302,11.189503,9.88648,12.445245,9.0,11.123309
837,10.833435,11.821323,13.465535,9.106324,19.05882
679,14.035751,14.943409,12.597846,10.98509,12.990197
538,8.548584,7.393192,7.023723,7.139087,10.290145
459,4.345586,4.521167,4.800531,9.816483,6.064006
