391,28.085,35.693,29.739,28.654,30.156
517,19.698,19.785,17.451,15.972,16.443
328,27.221,24.826,20.95,18.745,19.314
272,18.031,17.333,15.172,13.577,13.719
358,15.506,16.724,14.793,13.705,14.126
656,13.175,13.231,12.0,10.864,10.958
678,18.135,20.953,18.073,16.316,16.439
594,39.524,45.552,37.272,32.808,32.899
550,30.016,34.022,28.363,25.17,25.272
758,38.441,44.166,36.207,31.911,32.01
882,62.968,73.783,58.707,51.192,51.942
802,46.945,54.492,44.099,38.63,38.831
750,36.435,41.968,34.504,30.351,30.398
359,18.227,28.645,21.926,20.54,21.684
442,33.969,37.312,30.961,27.686,28.062
639,69.218,80.818,75.113,71.332,70.583
375,23.565,32.68,26.357,25.097,26.377
713,24.184,24.161,21.015,19.217,19.855
598,40.482,46.785,38.216,33.602,33.687
620,39.889,34.808,28.598,25.939,27.566
