541,8.548584,7.393192,7.023723,7.139087,10.29015
542,21.21379,14.029,15.04681,13.44097,17.82353
550,23.04362,16.70755,15.92071,15.23297,16.83373
555,99.84575,80.29417,66.00985,61.33874,30.71546
595,131.1232,104.783,81.22224,73.41448,42.05977
599,133.9542,100.6111,81.6865,76.3521,53.40409
663,63.47755,51.54951,41.06931,37.67762,17.02803
678,12.91094,11.54582,11.28335,10.61005,12.43789
679,72.08564,61.96022,47.27477,42.71738,21.0656
686,14.03575,14.94341,12.59785,10.98509,12.9902
706,18.79185,15.79382,15.58178,12.78011,14.63812
713,9.68843,7.785899,7.038157,7.109761,10.36366
714,24.19152,17.67473,15.15439,14.27433,16.98874
734,23.20971,19.3702,14,13.12843,16.8548
750,27.20207,21.94026,25.0339,14.0556,22.52156
755,126.5487,99.44349,84.03033,72.45481,47.74512
759,133.8915,105.0059,87,74.68878,45.80752
770,29.8875,24.21727,23.00369,20.26773,26.72879
802,34.01717,28.31086,25.79808,19.97362,27.69443
807,167.52,131.814,103.81,91.22,66.85
436,4.362874,4.672958,5.62591,5.20205,6.055045
440,4.474565,4.821278,4.999074,5.78807,6.009717
442,17.42764,19.10014,16.29189,16.0749,20.20886
459,106.1325,79.32835,66.90548,63.7,50.25049
460,4.345586,4.521167,4.800531,9.816483,6.064006
464,4.287176,4.586736,4.626153,8.464642,6.069981
465,9.386704,7.486252,10.32784,11.65902,12.89133
466,23.3996,17.28433,17.92686,20.47174,19.72789
473,11.55335,7.603943,7.932107,11.28493,15.46893
480,6.035899,7.411913,5.440768,8.981363,6.580447
608,4.387781,4.436769,4.73476,4.586276,6.152019
609,7.764566,8.527904,8.310603,8.142924,16.94093
617,8.81513,10.40723,8.541535,7.989333,14.51574
620,4.918999,5.546727,7.826055,5.531587,6.219907
639,159.625,118.8016,100.9371,84.4225,65.56983
774,27.2619,24.61278,26.08108,19.71548,23.81808
782,28.91044,26.63913,23.03465,20.37644,23.24548
784,4.601501,5.139537,7.060769,6.57929,6.59027
792,4.869697,6.012255,7.136173,5.112599,6.296639
809,8.682234,7.962567,8.314513,7.863738,15.49584
