1,404590,335657.6666666667,262548.6666666667,222049.33333333334,191631
2,11799.666666666666,10133.666666666666,8362,7236.666666666667,6265.0
3,4325,3515,2966.6666666666665,2914.3333333333335,2211.3333333333335
4,90379.66666666667,72448.66666666667,60291.333333333336,51904.333333333336,45186.666666666664
5,8237.333333333334,6911.666666666667,5931.666666666667,5375,4621.666666666667
6,2236.6666666666665,1778.3333333333333,1494.3333333333333,1280.3333333333333,1127.6666666666667
7,41398.666666666664,33950.666666666664,28124,24387.666666666668,21623.333333333332
8,3178.3333333333335,2552,2128.6666666666665,1831.6666666666667,1603.0
9,402418,315259.3333333333,259583.66666666666,221333,193318.33333333334
10,11782.333333333334,9414,7857.666666666667,6764.333333333333,5906.0
11,5046.666666666667,3378.6666666666665,2695,2485.6666666666665,2229.6666666666665
12,94700.33333333333,76035,63137.666666666664,54317.333333333336,47335.0
13,8322.666666666666,6880.333333333333,5926,5381.666666666667,4840
14,2234.3333333333335,1787.3333333333333,1494,1281.6666666666667,1130.0
15,41539.666666666664,34236.333333333336,28397.666666666668,24464.333333333332,21515.333333333332
16,3216.6666666666665,2580,2150,1854.0,1620.6666666666667
17,430343,322305.3333333333,261804,222481,195850
18,12157.666666666666,9754.333333333334,8125,6961.0,6100.0
19,4779,3420.6666666666665,2724,2574.3333333333335,2251.3333333333335
20,98417.33333333333,79056,65628.33333333333,56494.666666666664,49253.666666666664
