555,99.845748,80.294171,66.009854,61.338738,30.715458
595,131.123173,104.782973,81.222244,73.414479,42.059771
599,133.954164,100.611149,81.686496,76.352098,53.404085
639,159.624971,118.801632,100.937128,84.422498,65.56983
643,159.012729,116.554223,97.311517,84.428511,64.714602
663,63.477553,51.549506,41.069312,37.677622,17.028034
679,72.085637,61.960224,47.27477,42.717377,21.065597
755,126.548674,99.443492,84.030325,72.454808,47.745118
807,167.523696,131.814233,103.81859,91.220356,66.85703
891,227.195779,170.729821,131.629894,118.126792,94.636813
