555,93.172178,80.513718,57.630065,50.157921,49.858272
595,126.782152,113.295291,82.325594,69.132037,65.450545
599,130.562643,117.094438,85.278993,71.411792,67.316503
639,167.869485,153.647494,114.09627,93.516638,85.09067
643,171.308815,156.923391,116.631026,95.407699,86.557752
663,35.795955,30.501306,22.504676,24.078099,27.806131
679,48.851609,42.102106,30.448098,30.057653,33.015628
755,118.850832,105.744185,76.592451,64.583326,61.757197
807,159.891861,145.350352,107.166146,88.012282,80.592227
891,230.368492,216.446138,165.246872,132.573477,115.274215
